Place_Id,Place_Name,Category,City,Rating,Lat,Long
265,Museum Mandala Wangsit Siliwangi,Budaya,Bandung,4.4,-6.9173405,107.6112627
266,Caringin Tilu,Cagar Alam,Bandung,4.4,-6.8580464,107.6647084
267,Panama Park 825,Taman Hiburan,Bandung,4.4,-6.9119768,107.569674
268,Sudut Pandang Bandung,Taman Hiburan,Bandung,4.6,-6.8423638,107.6232403
269,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,4.5,-6.8932173,107.7448856
270,Bukit Bintang,Cagar Alam,Bandung,4.6,-6.8417795,107.6768585
271,Taman Vanda,Taman Hiburan,Bandung,4.3,-6.9140478,107.6101684
272,Taman Budaya Jawa Barat,Budaya,Bandung,4.3,-6.870099,107.6164386
273,Curug Bugbrug,Cagar Alam,Bandung,4.3,-6.790389,107.5777632
274,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,4.6,-6.8853746,107.6111899
275,Curug Cipanas,Cagar Alam,Bandung,3.9,-6.7991958,107.5922088
276,Taman Jomblo,Taman Hiburan,Bandung,4.1,-6.8980549,107.6094673
277,Peta Park,Taman Hiburan,Bandung,4.3,-6.9317951,107.5883026
278,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,4.9,-6.863527,107.5899194
279,Masjid Agung Trans Studio Bandung,Tempat Ibadah,Bandung,4.8,-6.9259635,107.6354278
280,Gereja Tiberias Indonesia Bandung,Tempat Ibadah,Bandung,4.9,-6.9347698,107.6253513
281,Tektona Waterpark,Taman Hiburan,Bandung,3.8,-7.0096022,107.6062161
282,Curug Cilengkrang,Cagar Alam,Bandung,4.0,-6.8908877,107.7307085
283,Jembatan Pasupati,Taman Hiburan,Bandung,4.6,-6.9000987,107.6046708
284,Pasar Baru,Pusat Perbelanjaan,Bandung,4.3,-6.9177044,107.6036014
285,Taman Sejarah Bandung,Budaya,Bandung,4.6,-6.9103086,107.6098619
286,Roemah Seni Sarasvati,Budaya,Bandung,4.4,-6.9204173,107.5996425
287,Puspa Iptek Sundial,Taman Hiburan,Bandung,4.4,-6.852208,107.493882
288,Masjid Salman ITB,Tempat Ibadah,Bandung,4.8,-6.8936643,107.611271
289,Curug Aseupan,Cagar Alam,Bandung,4.7,-6.7875652,107.5822844
290,Museum Pendidikan Nasional,Budaya,Bandung,4.6,-6.8597474,107.5941693
291,Water Park Bandung Indah,Taman Hiburan,Bandung,4.0,-6.9805807,107.5856567
292,Curug Anom,Cagar Alam,Bandung,4.6,-6.8116009,107.5695213
293,Taman Badak,Taman Hiburan,Bandung,4.5,-6.9132752,107.6094908
294,Taman Film,Budaya,Bandung,4.3,-6.8986869,107.6077451
295,Museum Nike Ardilla,Budaya,Bandung,4.6,-6.9406015,107.6725445
296,Batununggal Indah Club,Taman Hiburan,Bandung,4.4,-6.96323,107.626416
297,Mountain View Golf Club,Cagar Alam,Bandung,4.4,-6.8629384,107.6482191
298,Gunung Lalakon,Cagar Alam,Bandung,4.8,-6.9580556,107.5205556
299,Sendang Geulis Kahuripan,Cagar Alam,Bandung,4.3,-6.7495268,107.478658
300,Sanghyang Heuleut,Cagar Alam,Bandung,4.4,-6.8765131,107.3422183
301,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,4.4,-6.842535,107.622698
302,Masjid Pusdai,Tempat Ibadah,Bandung,4.7,-6.9000672,107.62587
303,Masjid Al-Imtizaj,Tempat Ibadah,Bandung,4.7,-6.919425,107.6078639
304,Situ Cileunca,Cagar Alam,Bandung,4.4,-7.1923281,107.5510012
305,Sunrise Point Cukul,Cagar Alam,Bandung,4.6,-7.233689,107.5342933
306,Sungai Palayangan,Cagar Alam,Bandung,4.6,-7.1965023,107.5454594
307,Perkebunan Teh Malabar,Cagar Alam,Bandung,4.4,-7.2274463,107.6050805
308,Pemandian Air Panas Ciater,Cagar Alam,Bandung,4.3,-6.7380853,107.6566092
309,Observatorium Bosscha,Cagar Alam,Bandung,4.5,-6.8246311,107.6171106
310,Taman Bunga Cihideung,Cagar Alam,Bandung,4.1,-6.8038883,107.5866313
311,The Lodge Maribaya,Cagar Alam,Bandung,4.3,-6.8294112,107.6874666
312,Ranca Upas,Cagar Alam,Bandung,4.7,-7.138324,107.391763
313,Taman Begonia,Cagar Alam,Bandung,4.4,-6.8260163,107.6383564
314,Tafso Barn,Cagar Alam,Bandung,4.2,-6.8426446,107.6228408
315,Curug Luhur Waterfall,Cagar Alam,Bandung,4.2,-6.8131767,107.7136367
316,Curug Malela,Cagar Alam,Bandung,4.4,-7.0182386,107.2072145
317,Curug Cimahi,Cagar Alam,Bandung,4.6,-6.7977383,107.5783691
318,Situ Patenggang,Cagar Alam,Bandung,4.5,-7.1669649,107.3575344
319,Kawah Rengganis Cibuni,Cagar Alam,Bandung,4.3,-7.1724126,107.3766656
320,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung,3.9,-7.1471529,107.3901424
321,Glamping Lakeside Rancabali,Taman Hiburan,Bandung,4.4,-7.1675908,107.3532419
322,Bukit Jamur,Cagar Alam,Bandung,4.2,-7.1951102,107.4312811
323,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,4.9,-6.601321,106.632734
324,Happyfarm Ciwidey,Cagar Alam,Bandung,4.2,-7.1147877,107.4380865
325,Saung Angklung Mang Udjo,Budaya,Bandung,4.7,-6.8971362,107.6558466
326,Taman Kupu-Kupu Cihanjuang,Cagar Alam,Bandung,4.0,-6.8590047,107.568779
327,Taman Miniatur Kereta Api,Taman Hiburan,Bandung,4.4,-6.817327,107.61794
328,Gua Pawon,Cagar Alam,Bandung,4.5,-6.8231833,107.4371655
329,Bukit Gantole Cililin,Cagar Alam,Bandung,4.4,-6.9588812,107.4713147
330,Bandros City Tour,Budaya,Bandung,4.4,-6.9220816,107.6073182
331,Kyotoku Floating Market,Budaya,Bandung,4.5,-6.819875,107.618707
332,Rainbow Garden,Cagar Alam,Bandung,4.6,-6.8179514,107.618914
333,Kota Mini,Taman Hiburan,Bandung,4.4,-6.8186888,107.6169403
334,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,4.5,-6.9012241,107.6099853
335,Candi Gedong Songo,Budaya,Semarang,4.5,-7.2098867,110.3421119
336,Grand Maerakaca,Taman Hiburan,Semarang,4.4,-6.9605225,110.3863941
337,Kampung Pelangi,Taman Hiburan,Semarang,4.3,-6.9888812,110.4083781
338,Lawang Sewu,Budaya,Semarang,4.6,-6.9839099,110.4104342
339,Sam Poo Kong Temple,Budaya,Semarang,4.5,-6.9962366,110.398122
340,Desa Wisata Lembah Kalipancur,Taman Hiburan,Semarang,3.9,-7.0205245,110.3754605
341,Hutan Wisata Tinjomoyo Semarang,Cagar Alam,Semarang,4.3,-7.0296837,110.3999611
342,Taman Kasmaran,Taman Hiburan,Semarang,4.5,-6.9909404,110.4065932
343,Pantai Baruna,Bahari,Semarang,4.0,-6.9451052,110.3982398
344,Pantai Marina,Bahari,Semarang,4.1,-6.948877,110.3893285
345,Kampoeng Djadhoel Semarang,Budaya,Semarang,4.7,-6.9687731,110.4319505
346,Indonesia Kaya Park,Taman Hiburan,Semarang,4.6,-6.9923507,110.4201162
347,Taman Pandanaran,Taman Hiburan,Semarang,4.4,-6.9877936,110.4172262
348,Pura Giri Natha,Budaya,Semarang,4.7,-6.9984759,110.4106468
349,Wisata Mangrove Tapak,Cagar Alam,Semarang,4.3,-6.9685618,110.3459696
350,Pantai Cipta,Bahari,Semarang,4.0,-6.9486402,110.4102923
351,Old City 3D Trick Art Museum,Budaya,Semarang,4.4,-6.9684064,110.4261995
352,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,4.6,-6.9683488,110.4274767
353,Taman Srigunting,Taman Hiburan,Semarang,4.7,-6.9681728,110.4278262
354,Semarang Contemporary Art Gallery,Budaya,Semarang,4.6,-6.9675,110.4282
355,Umbul Sidomukti,Cagar Alam,Semarang,4.6,-7.1945903,110.3733583
356,Saloka Theme Park,Taman Hiburan,Semarang,4.4,-7.2807262,110.4595539
357,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,4.1,-7.1157969,110.4217966
358,Masjid Kapal Semarang,Tempat Ibadah,Semarang,4.1,-7.0187782,110.2937134
359,Taman Bunga Celosia,Cagar Alam,Semarang,4.3,-7.2255041,110.3463166
360,Air Terjun Kali Pancur,Cagar Alam,Semarang,4.1,-7.3580963,110.4210681
361,Wisata Kampung Krisan Clapar,Taman Hiburan,Semarang,4.1,-7.2141582,110.3769541
362,Danau Rawa Pening,Cagar Alam,Semarang,4.4,-7.2854929,110.4321671
363,Pantai Maron,Bahari,Semarang,3.4,-6.9545687,110.3600951
364,Water Blaster Bukit Candi Golf,Taman Hiburan,Semarang,4.2,-7.0218894,110.4383345
365,Waduk Jatibarang,Cagar Alam,Semarang,4.3,-7.0370499,110.3477586
366,Tirto Argo Siwarak,Taman Hiburan,Semarang,4.4,-7.132106,110.394523
367,Wisata Lereng Kelir,Cagar Alam,Semarang,4.3,-7.3126613,110.3746785
368,Kampoeng Rawa,Cagar Alam,Semarang,4.5,-7.267539,110.418076
369,Monumen Palagan Ambarawa,Budaya,Semarang,4.4,-7.2598861,110.4025602
370,Benteng Pendem,Budaya,Semarang,4.2,-7.2706462,110.4103291
371,Wisata Eling Bening,Cagar Alam,Semarang,4.3,-7.2531096,110.4264512
372,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,4.8,-7.2552364,110.3991897
373,Museum Kereta Ambarawa,Budaya,Semarang,4.5,-7.2645989,110.4046017
374,Hutan Pinus Kayon,Cagar Alam,Semarang,4.4,-7.395606,110.4517727
375,Kota Lama Semarang,Budaya,Semarang,4.7,-6.9681399,110.4278611
376,Semarang Chinatown,Budaya,Semarang,4.5,-6.9749923,110.424954
377,La Kana Chapel,Taman Hiburan,Semarang,4.5,-7.2156923,110.3649392
378,Jembatan Biru Ambarawa,Taman Hiburan,Semarang,4.2,-7.2678201,110.4483217
379,Goa Rong,Cagar Alam,Semarang,4.3,-7.2721621,110.4698457
380,Masjid Agung Ungaran,Tempat Ibadah,Semarang,4.7,-7.1350705,110.4088131
381,Tugu Muda Semarang,Budaya,Semarang,4.7,-6.9843485,110.4093207
382,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,4.3,-7.2539005,110.4414953
383,Taman Tabanas,Taman Hiburan,Semarang,4.4,-7.0388032,110.4215576
384,Kampung Tematik Jawi,Budaya,Semarang,4.5,-7.0290974,110.3775382
385,Kampung Batik Gedong Semarang,Budaya,Semarang,4.4,-6.9688821,110.4318692
386,Air Terjun Semirang,Cagar Alam,Semarang,4.4,-7.1662971,110.381068
387,Obyek Wisata Goa Kreo,Cagar Alam,Semarang,4.3,-7.0372113,110.3476164
388,Watu Gunung Ungaran,Cagar Alam,Semarang,4.4,-7.1298066,110.388832
389,Brown Canyon,Cagar Alam,Semarang,4.2,-7.0565164,110.4862531
390,Durian Gardens and Tourism Education Watu Simbar,Cagar Alam,Semarang,4.1,-7.0967079,110.3900517
391,Flower Farm Setiya Aji,Cagar Alam,Semarang,4.1,-7.2241813,110.3782661
392,Ekowisata Mangrove Wonorejo,Cagar Alam,Surabaya,4.3,-7.3086482,112.8216622
393,Taman Harmoni Keputih,Cagar Alam,Surabaya,4.4,-7.2952211,112.8035603
394,Air Mancur Menari,Taman Hiburan,Surabaya,4.4,-7.2356933,112.7955234
395,Taman Prestasi,Taman Hiburan,Surabaya,4.6,-7.2614722,112.7428284
396,Monumen Kapal Selam,Budaya,Surabaya,4.4,-7.2654304,112.7503052
397,Taman Kunang-Kunang,Taman Hiburan,Surabaya,4.4,-7.3182202,112.7842405
398,Taman Buah Surabaya,Taman Hiburan,Surabaya,4.1,-7.2662139,112.795281
399,Taman Pelangi,Taman Hiburan,Surabaya,4.5,-7.3275604,112.7312242
400,Hutan Bambu Keputih,Cagar Alam,Surabaya,4.3,-7.2941909,112.8017238
401,Taman Keputran,Taman Hiburan,Surabaya,4.3,-7.2732153,112.744102
402,Food Junction Grand Pakuwon,Pusat Perbelanjaan,Surabaya,4.5,-7.251022,112.6620053
403,Taman Barunawati,Taman Hiburan,Surabaya,4.2,-7.2220559,112.7319967
404,Kenjeran Park,Taman Hiburan,Surabaya,4.2,-7.2522964,112.7966952
405,Surabaya North Quay,Taman Hiburan,Surabaya,4.4,-7.1968193,112.7324578
406,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,4.4,-7.3123655,112.7889021
407,Taman Ekspresi Dan Perpustakaan,Taman Hiburan,Surabaya,4.5,-7.2573072,112.7437199
408,Kebun Binatang Surabaya,Cagar Alam,Surabaya,4.3,-7.2959546,112.7366094
409,Rumah Batik,Budaya,Surabaya,4.5,-7.278736,112.718453
410,Ciputra Waterpark,Taman Hiburan,Surabaya,4.3,-7.2861707,112.6333338
411,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,4.7,-7.2522754,112.7468796
412,Masjid Nasional Al-Akbar,Tempat Ibadah,Surabaya,4.9,-7.3366141,112.7151806
413,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,4.5,-7.227185,112.718997
414,Jembatan Merah,Budaya,Surabaya,4.5,-7.2367447,112.7383009
415,Museum De Javasche Bank,Budaya,Surabaya,4.6,-7.2353939,112.7367646
416,Keraton Surabaya,Budaya,Surabaya,4.4,-7.2567553,112.7942203
417,Klenteng Sanggar Agung,Budaya,Surabaya,4.5,-7.246944,112.802222
418,Museum Sepuluh Nopember Kota Surabaya,Budaya,Surabaya,4.7,-7.2454369,112.7378985
419,Monumen Tugu Pahlawan,Budaya,Surabaya,4.7,-7.246926,112.73781
420,Surabaya Museum (Gedung Siola),Budaya,Surabaya,4.5,-7.2562972,112.7379955
421,Museum Kesehatan Dr. Adhyatma,Budaya,Surabaya,4.4,-7.240328,112.731431
422,Monumen Jalesveva Jayamahe,Budaya,Surabaya,4.6,-7.1954748,112.7395206
423,Patung Sura dan Buaya,Budaya,Surabaya,4.6,-7.2960492,112.7387012
424,Pantai Ria Kenjeran,Bahari,Surabaya,4.2,-7.2509164,112.8009332
425,Waterpark Kenjeran Surabaya,Taman Hiburan,Surabaya,4.1,-7.2477963,112.7998235
426,Balai Kota Surabaya,Budaya,Surabaya,4.7,-7.2592948,112.7470512
427,Patung Buddha Empat Rupa,Budaya,Surabaya,4.3,-7.2472841,112.8010814
428,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,4.6,-7.2677755,112.7443898
429,House of Sampoerna,Budaya,Surabaya,4.6,-7.2308173,112.7342344
430,Atlantis Land Surabaya,Taman Hiburan,Surabaya,4.4,-7.2516189,112.8009694
431,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,4.2,-7.252291,112.7520012
432,Taman Mundu,Taman Hiburan,Surabaya,4.4,-7.2516046,112.7545983
433,Museum Mpu Tantular,Budaya,Surabaya,4.4,-7.4338593,112.7199058
434,Taman Bungkul,Taman Hiburan,Surabaya,4.6,-7.2913468,112.7398218
435,Taman Air Mancur Menari Kenjeran,Taman Hiburan,Surabaya,4.4,-7.2752955,112.7549381
436,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,4.6,-7.2943303,112.7617534
437,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,4.8,-7.2420758,112.7368158
438,Pantai Kuta,Bahari,Bali,4.5,-8.718463,115.168617
439,Pantai Seminyak,Bahari,Bali,4.5,-8.691739,115.157892
440,Pantai Sanur,Bahari,Bali,4.5,-8.706521,115.262838
441,Pantai Pandawa,Bahari,Bali,4.6,-8.844999,115.187126
442,Pantai Tanjung Benoa,Bahari,Bali,4.5,-8.760167,115.223458
443,Pantai Nusa Dua,Bahari,Bali,4.5,-8.799892,115.236046
444,Garuda Wisnu Kencana,Budaya,Bali,4.5,-8.809861,115.167613
445,Pura Besakih,Tempat Ibadah,Bali,4.5,-8.373796,115.452589
446,Pura Tirta Empul,Tempat Ibadah,Bali,4.6,-8.415414,115.315372
447,Pura Ulun Danu Beratan,Tempat Ibadah,Bali,4.6,-8.274288,115.167295
448,Istana Kepresidenan Tampaksiring,Budaya,Bali,4.7,-8.414156,115.310767
449,Pura Tanah Lot,Tempat Ibadah,Bali,4.6,-8.621116,115.086808
450,Monkey Forest Ubud,Cagar Alam,Bali,4.5,-8.51937,115.260688
451,Bali Zoo,Taman Hiburan,Bali,4.4,-8.591523,115.265864
452,Tegallalang Rice Terrace,Cagar Alam,Bali,4.4,-8.431615,115.279297
453,Air Terjun Tegenungan,Cagar Alam,Bali,4.3,-8.575283,115.288976
454,Desa Wisata Penglipuran,Budaya,Bali,4.8,-8.422474,115.359754
455,Tirta Gangga,Budaya,Bali,4.6,-8.412279,115.587294
456,Taman Ujung Karangasem,Budaya,Bali,4.6,-8.463709,115.630653
457,Desa Tenganan Pegrisingan,Budaya,Bali,4.5,-8.476746,115.566572
458,Pasar Seni Ubud,Pusat Perbelanjaan,Bali,4.2,-8.507115,115.262977
459,Pasar Seni Legian,Pusat Perbelanjaan,Bali,4.4,-8.708738,115.168877
460,Pasar Seni Sukawati,Pusat Perbelanjaan,Bali,4.4,-8.5965,115.282629
461,Beachwalk Shopping Center,Pusat Perbelanjaan,Bali,4.5,-8.716939,115.168805
462,Pasar Seni Guwang,Pusat Perbelanjaan,Bali,4.3,-8.604588,115.280341
463,Desa Penelokan Kintamani,Budaya,Bali,4.7,-8.282762,115.364809
464,Bukit Trunyan,Cagar Alam,Bali,4.6,-8.248983,115.429394
465,Museum Geopark Batur,Budaya,Bali,4.6,-8.284566,115.364815
466,Gunung Batur,Cagar Alam,Bali,4.5,-8.240031,115.377503
467,Gunung Agung,Cagar Alam,Bali,4.4,-8.342944,115.506997
468,Danau Toba,Bahari,Medan,4.6,2.73423,98.65325
469,Istana Maimun,Budaya,Medan,4.2,3.575363,98.684632
470,Masjid Raya Al-Mashun,Tempat Ibadah,Medan,4.8,3.57537,98.687317
471,Tjong A Fie Mansion,Budaya,Medan,4.6,3.585566,9.868024
472,Berastagi,Cagar Alam,Medan,4.0,3.181575,98.514496
473,Air Terjun Sipiso-Piso,Cagar Alam,Medan,4.6,2.916605,98.519847
474,Rahmat International Wildlife Museum & Gallery,Budaya,Medan,4.6,3.579364,98.66727
475,Vihara Gunung Timur,Tempat Ibadah,Medan,4.7,3.578094,98.669001
476,Kebun Binatang Medan,Cagar Alam,Medan,4.0,3.548591,98.686889
477,Wonders Water World,Taman Hiburan,Medan,3.9,3.559193,98.67587
478,Museum Negeri Provinsi Sumatera Utara,Budaya,Medan,4.5,3.568496,98.696345
479,Taman Alam Lumbini,Tempat Ibadah,Medan,4.4,3.197589,98.540902
480,Hillpark Sibolangit,Taman Hiburan,Medan,4.3,3.280625,98.556696
481,Pantai Cermin,Budaya,Medan,3.9,3.654626,98.985539
482,Taman Buaya Asam Kumbang,Cagar Alam,Medan,4.2,3.566581,98.619879
483,Graha Maria Annai Velangkanni,Tempat Ibadah,Medan,4.8,3.547795,98.608666
484,Taman Hutan Raya Bukit Barisan,Cagar Alam,Medan,5.0,3.207382,98.537295
485,Museum Perjuangan TNI,Budaya,Medan,4.5,3.58391,98.674181
486,The Le Hu Garden,Taman Hiburan,Medan,4.1,3.480414,98.694636
487,Kuil Shri Mariamman,Tempat Ibadah,Medan,4.6,3.584105,98.671188
488,Pantai Pondok Permai,Bahari,Medan,4.2,3.658473,98.977336
489,Mikie Funland,Taman Hiburan,Medan,4.6,3.203595,98.525736
490,Pantai Bali Lestari,Bahari,Medan,4.1,3.656804,98.979455
491,Desa Lingga,Budaya,Medan,4.6,3.120938,98.465566
492,Menara Padang Tele,Cagar Alam,Medan,4.5,2.552255,98.639801
493,Pasar Belawan,Pusat Perbelanjaan,Medan,4.2,3.782209,98.68286
494,Gunung Sibayak,Cagar Alam,Medan,4.5,3.201971,98.516324
495,Masjid Raya Stabat,Tempat Ibadah,Medan,4.7,3.762943,98.449916
496,Air Terjun Sibolangit,Cagar Alam,Medan,4.4,3.277802,98.535465
497,Green Hill City Sibolangit,Taman Hiburan,Medan,4.5,3.281685,98.557409
498,Pantai Mangrove,Bahari,Medan,4.3,3.59281,99.091611
499,Bukit Lawang Orangutan Trekking,Cagar Alam,Medan,4.6,3.54606,98.133167
500,Taman Sipinsur,Cagar Alam,Medan,4.6,2.32937,98.881351
501,Desa Wisata Dokan,Budaya,Medan,4.5,3.01967,98.551961
502,Puncak Watu Jengger,Cagar Alam,Mojokerto,4.6,-7.69901,112.434815
503,Ranu Manduro,Cagar Alam,Mojokerto,4.3,-7.57241,112.640565
504,Candi Tikus,Budaya,Mojokerto,4.5,-7.57154,112.403532
505,Air Terjun Dlundung,Cagar Alam,Mojokerto,4.5,-7.681665,112.593908
506,Maha Vihara Mojopahit,Tempat Ibadah,Mojokerto,4.5,-7.555379,112.370501
507,Bukit Kayoe Putih,Cagar Alam,Mojokerto,4.0,-7.389231,112.43159
508,Candi Bajang Ratu,Budaya,Mojokerto,4.6,-7.567612,112.398735
509,Gunung Penanggungan,Cagar Alam,Mojokerto,4.7,-7.613879,112.620116
510,Pacet Mini Park,Taman Hiburan,Mojokerto,4.3,-7.62375,112.532782
511,Candi Jalatunda,Budaya,Mojokerto,4.6,-7.606943,112.59507
512,Pendopo Agung Trowulan,Budaya,Mojokerto,4.5,-7.566003,112.379967
513,Obech Rafting,Taman Hiburan,Mojokerto,4.5,-7.670635,112.533409
514,Taman Ghanjaran,Taman Hiburan,Mojokerto,4.6,-7.666115,112.60458
515,Bukit Krapyak,Cagar Alam,Mojokerto,4.7,-7.68945,112.546759
516,Air Terjun Coban Canggu,Cagar Alam,Mojokerto,4.3,-7.681571,112.546635
517,Pemandian Air Panas Padusan,Cagar Alam,Mojokerto,4.1,-7.685205,112.548928
518,Duyung Trawas Hill,Taman Hiburan,Mojokerto,4.0,-7.645139,112.621064
519,Wisata Sawah Sumber Gempong,Cagar Alam,Mojokerto,4.6,-7.666502,112.61176
520,Sumber Kecumbung,Cagar Alam,Mojokerto,4.5,-7.646273,112.59506
521,Jungle Camp Cafe,Taman Hiburan,Mojokerto,3.9,-7.661457,112.618202
522,Kampung Organik Brenjonk,Cagar Alam,Mojokerto,4.6,-7.646109,112.595294
523,Hutan Pinus Jubel,Cagar Alam,Mojokerto,4.3,-7.662293,112.567798
524,Bernah De Vallei,Taman Hiburan,Mojokerto,4.5,-7.652385,112.558787
525,Air Terjun Watu Lumpang,Cagar Alam,Mojokerto,4.4,-7.728525,112.52806
526,Bukit Watu Jengger,Cagar Alam,Mojokerto,4.6,-7.698991,112.434879
527,Rainbow Garden Poetoek Soeko,Cagar Alam,Mojokerto,4.5,-7.640589,112.577548
528,Air Terjun Kakek Bodo,Cagar Alam,Mojokerto,4.3,-7.700458,112.623687
529,Museum Gubug Wayang,Budaya,Mojokerto,4.7,-7.465464,112.430252
530,Bukit Lorokan,Cagar Alam,Mojokerto,4.8,-7.688109,112.523084
531,Air Terjun Surodadu,Cagar Alam,Mojokerto,4.4,-7.679192,112.557772
532,Gunung Pundak ,Cagar Alam,Mojokerto,4.7,-7.693851,112.571603
533,Gunung Anjasmoro,Cagar Alam,Mojokerto,4.4,-7.75276,112.508164
534,Joglo Park,Taman Hiburan,Mojokerto,3.9,-7.637442,112.535439
535,Museum Majapahit,Budaya,Mojokerto,4.5,-7.559686,112.380613
